Indicador;Comunidad autónoma;Grupos de gasto;periodo;Total
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;66,0
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;78,0
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;84,4
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;82,7
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;70,6
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;79,0
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;81,2
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;81,1
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2023;66,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2022;69,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2021;67,0
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2020;70,9
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2019;72,5
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2018;83,4
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2017;101,0
GASTO MEDIO POR PERSONA (Euros);Madrid (Comunidad de);Telefonía móvil y servicios relacionados con Internet;2016;101,0
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2023;45,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2022;45,5
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2021;41,7
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2020;34,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2019;65,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2018;50,3
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2017;61,6
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Libro y publicaciones periódicas;2016;66,8
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2023;29,6
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2022;50,8
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2021;22,3
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2020;13,7
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2019;55,6
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2018;40,9
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2017;53,5
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Servicios culturales;2016;40,9
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;65,6
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;78,2
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;81,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;92,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;72,8
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;68,0
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;70,4
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;57,7
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2023;89,1
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2022;91,5
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2021;98,9
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2020;97,4
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2019;105,0
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2018;116,6
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2017;122,4
GASTO MEDIO POR PERSONA (Euros);Murcia (Región de);Telefonía móvil y servicios relacionados con Internet;2016;134,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2023;53,1
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2022;65,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2021;64,0
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2020;64,8
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2019;69,8
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2018;85,5
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2017;88,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Libro y publicaciones periódicas;2016;91,4
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2023;81,7
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2022;44,7
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2021;54,7
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2020;29,0
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2019;71,8
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2018;94,0
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2017;76,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Servicios culturales;2016;55,8
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;59,8
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;58,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;74,2
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;63,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;71,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;67,1
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;76,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;77,4
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2023;55,1
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2022;64,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2021;61,3
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2020;66,6
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2019;84,8
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2018;102,1
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2017;97,9
GASTO MEDIO POR PERSONA (Euros);Navarra (Comunidad Foral de);Telefonía móvil y servicios relacionados con Internet;2016;111,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2023;61,3
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2022;67,0
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2021;71,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2020;75,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2019;69,7
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2018;75,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2017;85,7
GASTO MEDIO POR PERSONA (Euros);País Vasco;Libro y publicaciones periódicas;2016;94,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2023;56,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2022;41,0
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2021;39,0
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2020;23,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2019;53,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2018;48,0
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2017;58,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Servicios culturales;2016;54,7
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;62,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;64,3
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;73,4
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;76,5
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;68,6
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;63,8
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;66,4
GASTO MEDIO POR PERSONA (Euros);País Vasco;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;78,7
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2023;61,2
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2022;57,9
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2021;63,1
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2020;69,4
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2019;71,4
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2018;85,5
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2017;89,6
GASTO MEDIO POR PERSONA (Euros);País Vasco;Telefonía móvil y servicios relacionados con Internet;2016;101,6
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2023;57,0
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2022;60,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2021;57,7
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2020;69,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2019;82,1
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2018;70,1
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2017;68,4
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Libro y publicaciones periódicas;2016;73,0
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2023;72,2
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2022;65,5
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2021;14,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2020;14,6
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2019;69,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2018;59,8
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2017;69,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Servicios culturales;2016;53,6
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;72,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;66,3
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;100,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;67,4
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;64,2
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;61,7
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2017;62,8
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2016;68,1
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2023;81,8
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2022;69,5
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2021;65,8
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2020;88,2
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2019;74,7
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2018;83,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2017;99,9
GASTO MEDIO POR PERSONA (Euros);Rioja (La);Telefonía móvil y servicios relacionados con Internet;2016;114,4
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2023;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2022;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2021;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2020;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2019;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2018;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2017;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Libro y publicaciones periódicas;2016;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2023;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2022;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2021;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2020;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2019;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2018;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2017;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Servicios culturales;2016;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2023;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2022;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2021;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2020;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2019;..
GASTO MEDIO POR PERSONA (Euros);Ceuta y Melilla;Soportes, equipos y accesorios audiovisuales y de tratamiento de la información;2018;..
